# laser: Santec TSL-550 (HW-triggered continuous sweep)
# sweep: 1545.0000 -> 1555.0000 nm, speed 50.00 nm/s, power 1.000 mW
wavelength_nm,coredaq_ch1_W,coredaq_ch2_W,coredaq_ch3_W,coredaq_ch4_W
1545.1390,-2.100000000e-10,-2.200000000e-10,-1.100000000e-10,2.358000000e-08
1545.1400,-2.300000000e-10,-2.300000000e-10,-1.100000000e-10,2.385000000e-08
1545.1410,-2.300000000e-10,-2.300000000e-10,-9.000000000e-11,2.416000000e-08
1545.1420,-2.100000000e-10,-2.300000000e-10,-1.100000000e-10,2.450000000e-08
1545.1430,-2.300000000e-10,-2.000000000e-10,-1.100000000e-10,2.480000000e-08
1545.1440,-2.100000000e-10,-2.300000000e-10,-9.000000000e-11,2.513000000e-08
1545.1450,-2.100000000e-10,-2.500000000e-10,-8.000000000e-11,2.545000000e-08
1545.1460,-2.300000000e-10,-2.300000000e-10,-9.000000000e-11,2.578000000e-08
1545.1470,-2.100000000e-10,-2.300000000e-10,-9.000000000e-11,2.612000000e-08
1545.1480,-2.000000000e-10,-2.200000000e-10,-1.100000000e-10,2.644000000e-08
1545.1490,-2.300000000e-10,-2.300000000e-10,-9.000000000e-11,2.676000000e-08
1545.1500,-2.300000000e-10,-2.300000000e-10,-9.000000000e-11,2.704000000e-08
1545.1510,-2.100000000e-10,-2.200000000e-10,-1.100000000e-10,2.734000000e-08
1545.1520,-2.100000000e-10,-2.300000000e-10,-8.000000000e-11,2.767000000e-08
1545.1530,-2.300000000e-10,-2.500000000e-10,-1.200000000e-10,2.795000000e-08
1545.1540,-2.300000000e-10,-2.200000000e-10,-9.000000000e-11,2.826000000e-08
1545.1550,-2.300000000e-10,-2.300000000e-10,-1.100000000e-10,2.859000000e-08
1545.1560,-2.000000000e-10,-2.000000000e-10,-9.000000000e-11,2.893000000e-08
1545.1570,-2.100000000e-10,-2.500000000e-10,-9.000000000e-11,2.924000000e-08
1545.1580,-2.100000000e-10,-2.300000000e-10,-1.100000000e-10,2.959000000e-08
1545.1590,-2.100000000e-10,-2.200000000e-10,-8.000000000e-11,2.987000000e-08
1545.1600,-2.300000000e-10,-2.300000000e-10,-9.000000000e-11,3.019000000e-08
1545.1610,-2.400000000e-10,-2.300000000e-10,-1.100000000e-10,3.057000000e-08
1545.1620,-2.000000000e-10,-2.300000000e-10,-9.000000000e-11,3.085000000e-08
1545.1630,-2.300000000e-10,-2.300000000e-10,-1.100000000e-10,3.118000000e-08
1545.1640,-2.300000000e-10,-2.300000000e-10,-1.100000000e-10,3.150000000e-08
1545.1650,-2.400000000e-10,-2.200000000e-10,-9.000000000e-11,3.183000000e-08
1545.1660,-2.100000000e-10,-2.300000000e-10,-1.100000000e-10,3.210000000e-08
1545.1670,-2.300000000e-10,-2.300000000e-10,-1.100000000e-10,3.244000000e-08
